CoreID,inc,Add
out_Wein_F6.2_52_FTICR_r3_10Oct22_Fir_300SA_IATp01_7940,6,none
out_Wein_F6.3_5_FTICR_10Oct22_Fir_300SA_IATp01_7703,6,none
out_Wein_F6.3_5_FTICR_r2_11Oct22_Fir_300SA_IATp01_7796,6,none
out_Wein_F6.3_5_FTICR_r3_10Oct22_Fir_300SA_IATp01_7950,6,none
out_Wein_F10.1_60_FTICR_10Oct22_Fir_300SA_IATp01_7768,10,none
out_Wein_F10.1_60_FTICR_r2_18Oct22_Fir_300SA_IATp01_7857,10,none
out_Wein_F10.1_60_FTICR_r3_10Oct22_Fir_300SA_IATp01_7911,10,none
out_Wein_F10.2_64_FTICR_10Oct22_Fir_300SA_IATp01_7744,10,none
out_Wein_F10.2_64_FTICR_r2_11Oct22_Fir_300SA_IATp01_7800,10,none
out_Wein_F10.2_64_FTICR_r3_10Oct22_Fir_300SA_IATp01_7910,10,none
out_Wein_F10.3_28_FTICR_10Oct22_Fir_300SA_IATp01_7709,10,none
out_Wein_F10.3_28_FTICR_r2_11Oct22_Fir_300SA_IATp01_7791,10,none
out_Wein_F10.3_28_FTICR_r3_10Oct22_Fir_300SA_IATp01_7902,10,none
out_Wein_FN2.1_54_FTICR_10Oct22_Fir_300SA_IATp01_7751,-2,none
out_Wein_FN2.1_54_FTICR_r2_18Oct22_Fir_300SA_IATp01_7861,-2,none
out_Wein_FN2.1_54_FTICR_r3_10Oct22_Fir_300SA_IATp01_7928,-2,none
out_Wein_FN2.2_36_FTICR_10Oct22_Fir_300SA_IATp01_7740,-2,none
out_Wein_FN2.2_36_FTICR_r2_11Oct22_Fir_300SA_IATp01_7793,-2,none
out_Wein_FN2.2_36_FTICR_r3_10Oct22_Fir_300SA_IATp01_7903,-2,none
out_Wein_FN2.3_66_FTICR_10Oct22_Fir_300SA_IATp01_7743,-2,none
out_Wein_FN2.3_66_FTICR_r2_11Oct22_Fir_300SA_IATp01_7801,-2,none
out_Wein_FN2.3_66_FTICR_r3_10Oct22_Fir_300SA_IATp01_7891,-2,none
out_Wein_FN6.1_56_FTICR_10Oct22_Fir_300SA_IATp01_7754,-6,none
out_Wein_FN6.1_56_FTICR_r2_18Oct22_Fir_300SA_IATp01_7864,-6,none
out_Wein_FN6.1_56_FTICR_r3_10Oct22_Fir_300SA_IATp01_7939,-6,none
